gender,age,height,weight,race,major,year,centre
Female,19.05,169.4,64.66,Black,Environmental Sciences,2001,Campus
Female,18.44,169.17,65.56,Black,Biology,2000,Online
Female,19.19,169.97,64.52,Black,Social Sciences,2002,Campus
Male,17.89,169.47,64.51,Black,Economics and Finance,2001,Campus
Female,17.88,168.04,64.3,Black,Environmental Sciences,2000,Online
Female,20.56,171.24,66.22,Black,Environmental Sciences,2002,Online
Male,20.08,169.79,64.26,Black,Political Science,2001,Online
Female,21.15,170.62,65.27,Black,Economics and Finance,2000,Online
Female,20.56,170.24,64.4,Black,Mathematics and Statistics,2002,Online
Male,19.52,169.7,64.03,Black,Economics and Finance,2001,Online
Female,18.45,168.97,64.84,Black,Economics and Finance,2000,Online
Female,21.06,171.05,64.81,Black,Environmental Sciences,2002,Online
Female,19.73,168.41,64.13,Black,Biology,2001,Campus
Female,21.51,171.17,65.8,Black,Social Sciences,2000,Online
Female,18.22,168.28,62.77,Black,Biology,2002,Campus
Female,19.96,170.04,64.07,Black,Biology,2001,Online
Male,18.43,169.57,64.85,Black,Economics and Finance,2000,Online
Female,19.25,168.7,63.85,Black,Social Sciences,2002,Online
Male,20.47,169.83,64.23,Black,Economics and Finance,2001,Campus
Female,21.01,169.86,64.99,Black,Social Sciences,2000,Online
Female,19.32,168.3,64.27,Black,Economics and Finance,2002,Online
Male,19.5,169.35,64.78,Black,Social Sciences,2001,Campus
Female,19.21,169.84,65.98,Black,Environmental Sciences,2000,Online
Male,20.34,169.16,65.48,Black,Biology,2002,Online
Male,21,170.04,64.75,Black,Environmental Sciences,2001,Campus
Female,20.71,171.26,65.62,Black,Mathematics and Statistics,2000,Online
Male,20.32,170.08,66.08,Black,Environmental Sciences,2002,Online
Male,20.18,169.85,64.99,Black,Environmental Sciences,2001,Online
Female,20.44,170.55,64.74,Black,Environmental Sciences,2000,Online
Female,20.73,171.34,65.31,Black,Social Sciences,2002,Campus
Female,19.14,171,66.21,Black,Environmental Sciences,2001,Campus
Female,21.26,170.42,66.04,Black,Political Science,2000,Campus
Female,19.15,171.54,66.19,Black,Biology,2002,Online
Female,19.67,170.18,65.27,Black,Political Science,2001,Campus
Male,19.48,169.72,64.2,Black,Environmental Sciences,2000,Online
Male,19.24,168.31,64.06,Black,Biology,2002,Online
Female,19.08,169.1,63.39,Black,Social Sciences,2001,Campus
Male,18.77,169.37,64.54,Black,Social Sciences,2000,Campus
Female,20.03,169.8,64.03,Black,Biology,2002,Online
Female,20.92,171.12,65.32,Black,Political Science,2001,Online
Female,20.27,170.01,65,Black,Economics and Finance,2000,Campus
Male,19.47,171,65.36,Black,Political Science,2002,Online
Male,21.63,170.83,64.42,Black,Economics and Finance,2001,Online
Male,19.1,169.66,65.01,Black,Mathematics and Statistics,2000,Online
Female,19.64,169.6,64.48,Black,Political Science,2002,Online
Male,22,172.44,66.44,Black,Environmental Sciences,2001,Online
Female,20.08,170.67,65.62,Hispanic,Social Sciences,2000,Online
Female,19.41,169.78,64.77,Hispanic,Political Science,2002,Online
Female,19.9,170.24,65.19,Hispanic,Environmental Sciences,2001,Online
Male,20.61,170.47,66.36,Hispanic,Political Science,2000,Online
Male,19.18,168.69,66.34,Hispanic,Political Science,2002,Online
Male,21.71,172.87,66.23,Hispanic,Economics and Finance,2001,Campus
Female,20.49,170.13,65.25,Hispanic,Political Science,2000,Online
Male,21.34,171.49,66.21,Hispanic,Mathematics and Statistics,2002,Campus
Male,21.62,170.56,65.53,Hispanic,Economics and Finance,2001,Online
Male,19.33,169.07,64.18,Hispanic,Economics and Finance,2000,Campus
Female,22.14,171.76,65.61,Hispanic,Environmental Sciences,2002,Online
Female,19.83,170.06,64.44,Hispanic,Political Science,2001,Online
Female,18.75,168.84,65.92,Hispanic,Mathematics and Statistics,2000,Campus
Female,19.07,169.49,63.86,Hispanic,Environmental Sciences,2002,Online
Male,20.12,169.08,63.63,Hispanic,Mathematics and Statistics,2001,Online
Male,19.8,169.49,65.31,Hispanic,Environmental Sciences,2000,Online
Male,19.58,169.26,62.94,Hispanic,Economics and Finance,2002,Campus
Male,21.29,171.2,65.99,Hispanic,Economics and Finance,2001,Online
Male,19.28,171.02,65.78,Hispanic,Biology,2000,Online
Female,19.56,170.22,64,Hispanic,Political Science,2002,Online
Male,21.45,170.63,65.34,Hispanic,Economics and Finance,2001,Online
Female,19.77,169.96,65.34,Hispanic,Environmental Sciences,2000,Online
Female,20.02,168.5,64.15,Hispanic,Economics and Finance,2002,Campus
Female,21.66,172.52,66.61,Hispanic,Biology,2001,Online
Female,21.29,170.67,66.65,Hispanic,Biology,2000,Campus
Female,19.1,169.2,64.33,Hispanic,Biology,2002,Online
Male,20.1,169.91,64.91,Hispanic,Mathematics and Statistics,2001,Campus
Male,19.76,170.52,65.37,Hispanic,Biology,2000,Campus
Female,19.9,170.46,63.44,Hispanic,Political Science,2002,Campus
Female,20.84,170.43,64.83,Hispanic,Social Sciences,2001,Online
Female,19.33,167.39,63.81,Hispanic,Political Science,2000,Online
Female,18.75,169.34,65.12,Hispanic,Biology,2002,Online
Female,22.56,170.02,63.97,Hispanic,Biology,2001,Online
Male,18.67,169.3,63.39,Hispanic,Economics and Finance,2000,Campus
Female,17.73,168.06,62.54,Hispanic,Political Science,2002,Campus
Male,20.39,170.53,64.31,Hispanic,Environmental Sciences,2001,Online
Female,20.58,170.84,65.81,Hispanic,Biology,2000,Online
Female,21.26,170.6,64.17,Hispanic,Political Science,2002,Campus
Female,19.72,170.16,64.22,Hispanic,Environmental Sciences,2001,Online
Male,21.07,170.94,65.53,Hispanic,Environmental Sciences,2000,Online
Female,19.86,170.11,64.93,Hispanic,Biology,2002,Online
Male,18.3,167.82,64.5,Hispanic,Environmental Sciences,2001,Campus
Male,18.25,168.63,64.82,Hispanic,Mathematics and Statistics,2000,Online
Female,19.31,168.09,64.16,Hispanic,Social Sciences,2002,Online
Male,20.66,170.13,66.07,Hispanic,Mathematics and Statistics,2001,Online
Male,20.47,169.96,65.54,Hispanic,Mathematics and Statistics,2000,Online
Female,17.67,169.12,63.78,Hispanic,Environmental Sciences,2002,Online
Male,20,170.19,65.55,Hispanic,Biology,2001,Online
Male,19.74,169.69,64.87,Hispanic,Biology,2000,Campus
Female,19.9,168.24,65.93,Hispanic,Biology,2002,Campus
Male,20.16,169.18,65.19,Hispanic,Environmental Sciences,2001,Online
Male,18.74,169.18,64.71,Hispanic,Social Sciences,2000,Online
Male,20.45,170.74,64.11,Hispanic,Environmental Sciences,2002,Online
Female,20.5,170.33,63.93,Hispanic,Political Science,2001,Online
Male,20.7,170.89,65.48,Hispanic,Social Sciences,2000,Campus
Female,18.99,170.22,66.27,Hispanic,Biology,2002,Online
Female,21.09,170.81,65.21,Hispanic,Social Sciences,2001,Online
Male,19.58,169.49,64.29,Hispanic,Environmental Sciences,2000,Online
Male,20.21,170.72,65.05,Hispanic,Economics and Finance,2002,Campus
Male,21.58,171.76,66.78,Hispanic,Biology,2001,Online
Female,21.02,170.09,66.22,Hispanic,Economics and Finance,2000,Online
Male,17.88,168.63,65.12,Hispanic,Mathematics and Statistics,2002,Campus
Male,20.46,170.09,66.82,Hispanic,Political Science,2001,Online
Male,21.83,172.01,66.8,Hispanic,Economics and Finance,2000,Online
Male,20.57,170.78,65.69,Hispanic,Political Science,2002,Online
Male,19.35,169.36,65.04,Hispanic,Environmental Sciences,2001,Online
Male,18.98,169.02,64.53,Hispanic,Economics and Finance,2000,Online
Male,20.55,170.06,65.48,Hispanic,Mathematics and Statistics,2002,Online
Female,19.75,170.19,65.84,Hispanic,Environmental Sciences,2001,Online
Male,20.34,170.71,64.39,Hispanic,Economics and Finance,2000,Online
Female,21.13,170.42,67.07,Hispanic,Environmental Sciences,2002,Online
Male,20.1,168.81,65.28,Hispanic,Social Sciences,2001,Campus
Male,21.51,171.89,64.99,Hispanic,Biology,2000,Campus
Female,20.67,171.42,67.58,Hispanic,Social Sciences,2002,Online
Male,20.27,171.43,66.08,Hispanic,Environmental Sciences,2001,Online
Female,20.82,171.49,64.98,Hispanic,Mathematics and Statistics,2000,Online
Male,20.33,169.99,64.02,Hispanic,Mathematics and Statistics,2002,Online
Male,19.45,169.64,65.44,Hispanic,Political Science,2001,Campus
Female,21.52,169.92,63.56,Hispanic,Economics and Finance,2000,Campus
Male,20.67,171.41,65.87,Hispanic,Biology,2002,Campus
Male,19.71,169.52,64.4,Hispanic,Political Science,2001,Campus
Male,19.78,170.98,65.92,Hispanic,Biology,2000,Online
Male,20.23,169.62,64.93,Hispanic,Economics and Finance,2002,Campus
Male,20.36,170.77,65.79,Hispanic,Social Sciences,2001,Online
Male,19.68,170.4,64.29,Hispanic,Economics and Finance,2000,Campus
Male,19.71,170.34,64.97,Hispanic,Environmental Sciences,2002,Online
Male,18.14,169.82,64.01,Hispanic,Economics and Finance,2001,Campus
Male,20.39,170.08,64.02,Hispanic,Mathematics and Statistics,2000,Campus
Female,19.74,169.15,64.89,Hispanic,Social Sciences,2002,Campus
Male,20.04,170.7,64.62,Hispanic,Mathematics and Statistics,2001,Campus
Female,19.22,170.1,65.59,Hispanic,Environmental Sciences,2000,Campus
Male,20.09,170.87,64.66,Hispanic,Mathematics and Statistics,2002,Campus
Female,20.4,170.69,65.33,Hispanic,Biology,2001,Online
Female,18.81,169.23,63.4,Hispanic,Biology,2000,Campus
Male,20.23,170.29,65.98,Hispanic,Economics and Finance,2002,Online
Male,21.44,170.43,65.44,Hispanic,Mathematics and Statistics,2001,Online
Male,19.19,169.72,65.52,Hispanic,Political Science,2000,Online
Female,20.16,169.23,64.61,Hispanic,Biology,2002,Online
Female,20.15,170.33,64.97,Hispanic,Political Science,2001,Online
Male,20.78,171.01,65.53,Hispanic,Economics and Finance,2000,Online
Female,21.5,172.22,67.05,Hispanic,Economics and Finance,2002,Online
Male,20.99,171.72,66.81,Hispanic,Biology,2001,Campus
Female,19.55,167.94,64.45,Hispanic,Economics and Finance,2000,Online
Male,20.04,170.74,65.06,Hispanic,Environmental Sciences,2002,Campus
Male,19.26,169.33,65.74,Hispanic,Social Sciences,2001,Campus
Male,20.84,169.43,66.35,Hispanic,Biology,2000,Online
Female,19.91,169.93,65.1,Hispanic,Biology,2002,Online
Female,18.23,170.08,64.79,Hispanic,Social Sciences,2001,Online
Female,18.09,168.45,62.23,Hispanic,Mathematics and Statistics,2000,Online
Female,21.14,169.78,64.71,Hispanic,Environmental Sciences,2002,Campus
Female,20.44,170.48,65.93,Hispanic,Political Science,2001,Online
Female,20.35,170.21,65.83,Hispanic,Biology,2000,Campus
Male,20.11,170.69,63.68,Hispanic,Economics and Finance,2002,Online
Male,20.59,171.07,65.87,Hispanic,Social Sciences,2001,Online
Female,20.16,169.71,65.47,Hispanic,Biology,2000,Online
Female,18.83,169.02,64.14,Hispanic,Biology,2002,Online
Female,21.9,172.09,64.36,Hispanic,Political Science,2001,Online
Male,21.67,171.4,66.24,Hispanic,Social Sciences,2000,Campus
Female,19.9,169.67,64.95,Hispanic,Economics and Finance,2002,Campus
Female,19.71,170.35,65.92,Hispanic,Political Science,2001,Online
Female,20.4,170.01,65.53,Hispanic,Economics and Finance,2000,Campus
Female,19.39,169.97,65.33,Hispanic,Biology,2002,Online
Female,20.01,169.93,64.2,Hispanic,Political Science,2001,Campus
Male,21.79,171.16,68.02,Hispanic,Political Science,2000,Online
Male,20.18,169.24,65.41,Hispanic,Biology,2002,Online
Male,19.09,169.29,65.86,Hispanic,Economics and Finance,2001,Campus
Male,19.79,171.74,65.91,Hispanic,Biology,2000,Online
Female,21.26,169.85,64.75,Hispanic,Economics and Finance,2002,Online
Male,18.82,168.82,64.91,Hispanic,Mathematics and Statistics,2001,Campus
Male,21.18,170.6,65.64,Hispanic,Political Science,2000,Online
Female,20.97,171.54,66.08,Hispanic,Economics and Finance,2002,Online
Female,18.52,168.98,63.43,Hispanic,Environmental Sciences,2001,Online
Male,21.43,170.95,63.11,Hispanic,Environmental Sciences,2000,Campus
Female,20.31,170.5,64.13,Hispanic,Political Science,2002,Online
Female,18.91,169.48,64.81,Hispanic,Mathematics and Statistics,2001,Online
Female,19.98,168.21,63.04,Hispanic,Environmental Sciences,2000,Campus
Female,18.46,167.21,62.66,Hispanic,Biology,2002,Campus
Female,20.8,169.98,64.55,Hispanic,Economics and Finance,2001,Campus
Male,22.29,171.99,68.12,Hispanic,Biology,2000,Campus
Female,20,169.65,64.5,Hispanic,Social Sciences,2002,Online
Female,19.83,170.35,64.4,Hispanic,Environmental Sciences,2001,Online
Male,21.29,171.26,66.72,Hispanic,Mathematics and Statistics,2000,Campus
Female,20.88,172.25,65.99,Hispanic,Biology,2002,Online
Female,21.63,170.53,64.96,Hispanic,Environmental Sciences,2001,Online
Female,19.78,169.05,63.81,Hispanic,Social Sciences,2000,Online
Female,19.24,170.34,65.65,Hispanic,Economics and Finance,2002,Online
Female,21.92,171.35,65.45,Hispanic,Biology,2001,Online
Male,21.21,169.49,65.47,Hispanic,Environmental Sciences,2000,Online
Male,20.88,170.87,65.89,Hispanic,Social Sciences,2002,Online
Male,20.82,169.91,65.36,Hispanic,Biology,2001,Online
Male,19.01,169.63,64.19,Hispanic,Social Sciences,2000,Campus
Female,19.39,169.58,65.54,Hispanic,Mathematics and Statistics,2002,Online
Female,19.63,170.05,66.03,Hispanic,Political Science,2001,Campus
Male,19.16,169.37,65.92,Hispanic,Economics and Finance,2000,Online
Male,19.12,169.99,64.81,Hispanic,Political Science,2002,Online
Male,17.59,167.17,63.15,Hispanic,Economics and Finance,2001,Online
Male,20.24,169.04,65.44,Hispanic,Economics and Finance,2000,Campus
Male,21.31,170.83,65.28,Hispanic,Biology,2002,Campus
Female,21.19,171.17,67.75,Hispanic,Social Sciences,2001,Campus
Male,18.99,168.91,65.12,Hispanic,Political Science,2000,Online
Male,18.54,170.27,65.1,Hispanic,Mathematics and Statistics,2002,Campus
Male,21.03,172.1,66.28,Hispanic,Economics and Finance,2001,Online
Male,21.14,170.33,65.42,Hispanic,Environmental Sciences,2000,Online
Female,20.58,170.61,65.84,Hispanic,Social Sciences,2002,Online
Male,20.41,169.36,64.92,Hispanic,Mathematics and Statistics,2001,Online
Male,20.63,171.03,66.52,Hispanic,Mathematics and Statistics,2000,Online
Male,20.59,169.55,66.27,Hispanic,Social Sciences,2002,Campus
Female,19.29,168.61,63.95,Hispanic,Economics and Finance,2001,Online
Male,18.35,167.62,61.98,Hispanic,Biology,2000,Online
Female,21.35,170.02,64.34,Hispanic,Political Science,2002,Online
Female,19.74,168.84,63.61,Hispanic,Social Sciences,2001,Campus
Female,21.18,171.98,65.75,Hispanic,Biology,2000,Online
Male,19.86,171.04,66.15,Hispanic,Mathematics and Statistics,2002,Online
Female,20.73,171.08,65.33,Hispanic,Political Science,2001,Online
Male,19.45,170.37,64.6,Hispanic,Environmental Sciences,2000,Online
Male,20.19,170.69,65.74,Hispanic,Mathematics and Statistics,2002,Campus
Female,20.42,170.38,64.65,Hispanic,Economics and Finance,2001,Campus
Female,22.63,172.12,67.9,Hispanic,Biology,2000,Campus
Male,21.66,171.72,66.63,Hispanic,Environmental Sciences,2002,Online
Male,21.59,170.03,66.81,Hispanic,Mathematics and Statistics,2001,Online
Female,18.99,169.37,65.83,Hispanic,Environmental Sciences,2000,Campus
Male,19.77,170.43,64.74,Hispanic,Political Science,2002,Online
Male,21.34,171,64.42,Hispanic,Economics and Finance,2001,Campus
Male,20.43,170.35,66.08,Hispanic,Economics and Finance,2000,Campus
Female,20.27,169.54,64.06,Hispanic,Biology,2002,Campus
Female,19.36,168.64,63.97,Hispanic,Environmental Sciences,2001,Online
Male,21.31,170.08,65.49,Hispanic,Political Science,2000,Campus
Male,20.12,169.84,63.59,Hispanic,Mathematics and Statistics,2002,Online
Male,19.31,169.9,64.73,Hispanic,Mathematics and Statistics,2001,Online
Male,18.83,169.37,65.48,Hispanic,Biology,2000,Online
Female,19.78,169.45,64.47,Hispanic,Environmental Sciences,2002,Campus
Male,19.36,168.15,63.03,Hispanic,Mathematics and Statistics,2001,Online
Female,20,168.75,65.58,Hispanic,Political Science,2000,Online
Female,21.35,170.05,64.74,Hispanic,Political Science,2002,Campus
Male,20.35,171.18,66.25,Hispanic,Environmental Sciences,2001,Campus
Male,22.39,170.44,65.56,Hispanic,Political Science,2000,Campus
Male,20.7,170.69,65.12,Hispanic,Political Science,2002,Campus
Male,19.17,170.42,64.57,Hispanic,Economics and Finance,2001,Online
Male,17.95,169.63,63.55,Hispanic,Mathematics and Statistics,2000,Online
Male,20.56,169.92,65.25,Hispanic,Political Science,2002,Online
Female,19.95,169.84,65.47,Hispanic,Biology,2001,Online
Male,17.73,168.09,62.87,Hispanic,Environmental Sciences,2000,Campus
Female,19.33,170.04,65.99,Hispanic,Biology,2002,Online
Female,19.68,170.48,66.13,Hispanic,Environmental Sciences,2001,Online
Male,22.08,171.36,65.99,Hispanic,Environmental Sciences,2000,Online
Female,21.1,170.45,66.12,Hispanic,Political Science,2002,Online
Male,21.94,170.2,65.8,Hispanic,Mathematics and Statistics,2001,Campus
Male,18.69,169.79,65.07,Hispanic,Environmental Sciences,2000,Campus
Female,17.82,167.59,63.37,Hispanic,Biology,2002,Campus
Female,19.23,169.61,64.12,Hispanic,Economics and Finance,2001,Campus
Female,18.09,168.63,63.96,Hispanic,Environmental Sciences,2000,Campus
Female,18.45,168.29,63.48,Hispanic,Environmental Sciences,2002,Online
Female,20.35,168.55,63.27,Hispanic,Economics and Finance,2001,Online
Male,20.62,170.36,66.21,Hispanic,Mathematics and Statistics,2000,Online
Female,20.89,170.9,66.96,Hispanic,Social Sciences,2002,Online
Female,21.18,171.66,65.59,Hispanic,Political Science,2001,Online
Male,18.85,168.19,63.77,Hispanic,Biology,2000,Campus
Female,20.97,170.73,63.48,Hispanic,Economics and Finance,2002,Campus
Female,20.6,171.49,65.4,Hispanic,Environmental Sciences,2001,Campus
Male,19.33,170.01,64.79,Hispanic,Environmental Sciences,2000,Online
Female,19.76,169.33,65.31,Hispanic,Political Science,2002,Online
Female,19.91,169.22,64.89,Hispanic,Environmental Sciences,2001,Campus
Male,19.66,169.47,64.85,Hispanic,Mathematics and Statistics,2000,Online
Female,19.67,168.63,64.29,Hispanic,Political Science,2002,Online
Female,19.57,167.91,65.09,Hispanic,Political Science,2001,Online
Female,18.73,168.8,63.86,Hispanic,Economics and Finance,2000,Campus
Male,20.68,170.55,66.15,Hispanic,Economics and Finance,2002,Online
Female,18.6,169.17,63.83,Hispanic,Political Science,2001,Online
Female,21.27,172.16,66.85,Hispanic,Mathematics and Statistics,2000,Online
Male,19.74,169.34,65.34,Hispanic,Mathematics and Statistics,2002,Campus
Male,19.71,169.45,65.55,Hispanic,Environmental Sciences,2001,Online
Female,19.97,169.38,63.84,Hispanic,Biology,2000,Online
Male,19.61,170.1,64.11,Hispanic,Environmental Sciences,2002,Campus
Female,20.12,169.74,63.68,Hispanic,Economics and Finance,2001,Online
Male,20.51,170.08,64.38,Hispanic,Mathematics and Statistics,2000,Online
Male,19.52,170.37,63.98,Hispanic,Political Science,2002,Online
Female,19.02,169.34,64.87,Hispanic,Biology,2001,Online
Female,19.49,169.15,65.17,Hispanic,Environmental Sciences,2000,Online
Female,19.38,169.54,65.07,Hispanic,Environmental Sciences,2002,Online
Male,18.16,169.83,64.3,Hispanic,Mathematics and Statistics,2001,Campus
Female,18.69,168.81,62.71,Hispanic,Environmental Sciences,2000,Campus
Male,22.4,171.66,65.5,Hispanic,Environmental Sciences,2002,Online
Female,20.26,170.22,64.5,Hispanic,Political Science,2001,Online
Female,20.35,169.54,64.59,Hispanic,Environmental Sciences,2000,Online
Female,19.61,169.23,65.07,Hispanic,Political Science,2002,Online
Male,18.68,168.49,63.67,Hispanic,Mathematics and Statistics,2001,Campus
Male,19.14,169.19,63.26,Hispanic,Economics and Finance,2000,Campus
Male,19.81,169.87,65.71,Hispanic,Mathematics and Statistics,2002,Campus
Female,19.34,170.5,64.47,Hispanic,Environmental Sciences,2001,Campus
Male,19.93,169.93,64.49,Hispanic,Mathematics and Statistics,2000,Online
Male,21.58,171.96,65.37,Hispanic,Mathematics and Statistics,2002,Campus
Male,19.39,169.82,64.86,Hispanic,Biology,2001,Online
Male,18.79,169.18,63.7,Hispanic,Environmental Sciences,2000,Campus
Female,20.15,171.33,65.1,Hispanic,Social Sciences,2002,Online
Male,19.03,167.59,63,Hispanic,Social Sciences,2001,Campus
Male,21.36,172.33,66.86,Hispanic,Environmental Sciences,2000,Campus
Male,20.81,171.9,65.18,Hispanic,Economics and Finance,2002,Online
Female,20.68,170.34,65.41,Hispanic,Mathematics and Statistics,2001,Campus
Female,18.5,170.24,65.14,Hispanic,Environmental Sciences,2000,Campus
Female,20.57,169.66,65.38,Hispanic,Biology,2002,Online
Female,20.43,169.85,66.01,Hispanic,Mathematics and Statistics,2001,Campus
Female,18.99,169.23,64.72,Hispanic,Social Sciences,2000,Online
Male,20,169.86,64.72,Hispanic,Economics and Finance,2002,Online
Female,21.49,170.52,65.7,Hispanic,Environmental Sciences,2001,Campus
Female,20.47,169.88,66.03,Hispanic,Environmental Sciences,2000,Campus
Female,19.4,169.32,63.97,Hispanic,Biology,2002,Online
Female,19.91,170.11,64.98,Hispanic,Environmental Sciences,2001,Online
Male,18.46,167.8,63.46,Hispanic,Economics and Finance,2000,Online
Male,18.88,168.89,65.24,Hispanic,Environmental Sciences,2002,Campus
Male,18.82,169.47,64.57,Hispanic,Economics and Finance,2001,Campus
Female,20.64,170.03,65.81,Hispanic,Biology,2000,Online
Female,21.31,170.5,64.29,Hispanic,Social Sciences,2002,Campus
Male,20.51,171.51,63.94,Hispanic,Biology,2001,Campus
Female,18.28,169.98,63.24,Hispanic,Social Sciences,2000,Online
Female,18.37,169.81,64.21,Hispanic,Environmental Sciences,2002,Online
Male,20.22,169.51,64.13,Hispanic,Biology,2001,Online
Male,19.94,170.43,64.76,Hispanic,Biology,2000,Online
Female,18.67,169.69,63.84,Hispanic,Biology,2002,Campus
Female,20.83,170.49,65.65,Hispanic,Mathematics and Statistics,2001,Campus
Female,22.62,171.81,65.79,Hispanic,Social Sciences,2000,Online
Male,22.1,171.55,65.52,Hispanic,Environmental Sciences,2002,Online
Female,21.38,169.76,65.65,Hispanic,Mathematics and Statistics,2001,Campus
Female,19.96,169.23,65.58,Hispanic,Social Sciences,2000,Campus
Male,19.08,169.6,64.44,Hispanic,Biology,2002,Online
Male,20.33,169.62,63.85,Hispanic,Environmental Sciences,2001,Campus
Female,20.24,170.58,63.76,Hispanic,Environmental Sciences,2000,Online
Female,18.51,168.76,63.86,Hispanic,Political Science,2002,Online
Male,18.37,169.36,64.75,Hispanic,Environmental Sciences,2001,Online
Female,21.45,169.4,65.58,Hispanic,Economics and Finance,2000,Online
Male,20.37,169.55,63.32,Hispanic,Environmental Sciences,2002,Campus
Female,20.81,170.79,64.7,Hispanic,Biology,2001,Online
Female,20.13,168.98,63.76,Hispanic,Environmental Sciences,2000,Campus
Female,19.89,170.13,64.36,Hispanic,Political Science,2002,Online
Female,19.68,170.55,64.91,Hispanic,Social Sciences,2001,Online
Male,19.66,169.47,63.73,Hispanic,Economics and Finance,2000,Online
Female,18.92,169.66,64.31,Hispanic,Biology,2002,Online
Female,19.77,171.79,64.46,Hispanic,Social Sciences,2001,Online
Female,20.23,169.85,64.56,Hispanic,Biology,2000,Campus
Male,20.13,170.83,65.34,Hispanic,Environmental Sciences,2002,Campus
Male,19.68,169.07,64.26,Hispanic,Economics and Finance,2001,Online
Female,22.63,172.06,66.61,Hispanic,Social Sciences,2000,Campus
Female,20.25,171.13,66.65,Hispanic,Environmental Sciences,2002,Online
Female,21.24,171.18,66.06,Hispanic,Political Science,2001,Online
Female,20.96,170.09,64.97,Hispanic,Political Science,2000,Online
Female,20.01,169.96,64.15,Hispanic,Environmental Sciences,2002,Online
Male,18.65,168.5,64.14,Hispanic,Mathematics and Statistics,2001,Online
Female,17.75,168.66,62.18,Hispanic,Biology,2000,Online
Male,20.76,170.41,65.15,Hispanic,Mathematics and Statistics,2002,Campus
Male,20.78,170.24,64.5,Hispanic,Biology,2001,Online
Male,19.78,170.34,65.42,Hispanic,Mathematics and Statistics,2000,Online
Female,19.54,170.29,65.96,Hispanic,Social Sciences,2002,Online
Female,19.96,169.51,65.68,Hispanic,Biology,2001,Online
Male,21.12,169.38,65.12,Hispanic,Political Science,2000,Online
Female,21.75,170.68,65.79,Hispanic,Political Science,2002,Campus
Male,19.95,170.68,65.65,Hispanic,Mathematics and Statistics,2001,Online
Female,20.15,170.52,64.95,Hispanic,Biology,2000,Online
Male,19.6,169.43,65.17,Hispanic,Mathematics and Statistics,2002,Campus
Male,20.67,169.82,64.54,Hispanic,Mathematics and Statistics,2001,Online
Male,19.29,169.35,64.03,Hispanic,Economics and Finance,2000,Online
Female,19.27,169.1,65.36,Hispanic,Political Science,2002,Campus
Male,21.72,170.45,65.8,Hispanic,Political Science,2001,Online
Male,18.68,169.31,64.27,Hispanic,Political Science,2000,Online
Female,20.86,170.72,64.7,Hispanic,Environmental Sciences,2002,Online
Male,20.52,170.64,65.94,Hispanic,Social Sciences,2001,Campus
Female,19.1,169.95,63.52,Hispanic,Mathematics and Statistics,2000,Online
Female,20.25,171.2,66.05,Hispanic,Political Science,2002,Online
Male,19.9,168.61,65.07,Hispanic,Mathematics and Statistics,2001,Online
Female,18.46,169.69,64.6,Hispanic,Biology,2000,Online
Male,21.76,171.06,64.17,Hispanic,Political Science,2002,Campus
Female,19.16,169.19,64.09,Hispanic,Biology,2001,Online
Female,19.51,169.34,64.95,Hispanic,Mathematics and Statistics,2000,Online
Male,20.93,171.61,66.26,Hispanic,Environmental Sciences,2002,Campus
Female,19.27,169.89,64.88,Hispanic,Political Science,2001,Online
Female,19.07,169.69,63.71,Hispanic,Biology,2000,Campus
Female,19.91,170.83,65.77,Hispanic,Political Science,2002,Campus
Male,20.46,171.49,67.57,Hispanic,Mathematics and Statistics,2001,Campus
Male,19.78,169.82,66.11,Hispanic,Mathematics and Statistics,2000,Campus
Female,19.57,170.51,65.2,Hispanic,Biology,2002,Online
Male,20.17,169.57,65.27,Hispanic,Economics and Finance,2001,Online
Female,18.89,169.14,64.03,Hispanic,Biology,2000,Online
Male,19.47,169.54,64.41,Hispanic,Social Sciences,2002,Online
Female,20.08,169.95,64.23,Hispanic,Mathematics and Statistics,2001,Online
Female,19.62,171.15,65.84,Hispanic,Environmental Sciences,2000,Campus
Female,19.87,170.73,66.61,Hispanic,Political Science,2002,Online
Male,19.88,169.8,64.6,Hispanic,Economics and Finance,2001,Online
Female,20.14,170.56,64.55,Hispanic,Biology,2000,Online
Male,19.54,170.21,64.63,Hispanic,Economics and Finance,2002,Online
Female,19.29,169.26,65.47,Hispanic,Biology,2001,Campus
Male,21.83,172.45,66.73,Hispanic,Biology,2000,Online
Male,19.28,170.99,64.76,Hispanic,Environmental Sciences,2002,Online
Female,18.49,170.34,64.43,Hispanic,Environmental Sciences,2001,Campus
Male,18.99,169.94,64.86,Hispanic,Economics and Finance,2000,Online
Female,21.6,171.78,66.08,Hispanic,Political Science,2002,Campus
Female,21.38,170.25,65.53,Hispanic,Political Science,2001,Campus
Male,19.89,168.82,64.48,Hispanic,Biology,2000,Online
Male,20.06,169.6,64.51,Hispanic,Biology,2002,Online
Male,18.93,169.21,62.99,Hispanic,Economics and Finance,2001,Campus
Male,20.14,169.85,64.76,Hispanic,Economics and Finance,2000,Online
Female,19.41,169.08,64.12,Hispanic,Biology,2002,Online
Female,20.27,170.83,64.01,Hispanic,Environmental Sciences,2001,Online
Male,20.32,170.23,64.57,Hispanic,Biology,2000,Online
Male,18.59,168.95,64.22,Hispanic,Environmental Sciences,2002,Campus
